Ticker;Name;Country;Type;Sector;Sub Sector;Segment
AKICU;Sports Ventures Acquisition Corp. Unit;United States;;Finance;;Business Services
AKICW;Sports Ventures Acquisition Corp. Warrant;United States;;Finance;;Business Services
AKO/A;Embotelladora Andina S.A.;Chile;;;;
AKO/B;Embotelladora Andina S.A.;Chile;;;;
AKR;Acadia Realty Trust Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
AKRO;Akero Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
AKTS;Akoustis Technologies Inc. Common Stock;United States;;Public Utilities;;Telecommunications Equipment
AKTX;Akari Therapeutics plc ADR (0.01 USD);United Kingdom;;Health Care;;Major Pharmaceuticals
AKU;Akumin Inc. Common Shares;Canada;;;;
AKUS;Akouos Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
AKYA;Akoya BioSciences Inc. Common Stock;United States;;Capital Goods;;Medical Specialities
AL;Air Lease Corporation Class A Common Stock;United States;;Technology;;Diversified Commercial Services
AL^A;Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A;United States;;;;
ALAC;Alberton Acquisition Corporation Ordinary Shares;Hong Kong;;Finance;;Business Services
ALACR;Alberton Acquisition Corporation Rights exp April 26 2021;Hong Kong;;Finance;;Business Services
ALACW;Alberton Acquisition Corporation Warrant;Hong Kong;;Finance;;Business Services
ALB;Albemarle Corporation Common Stock;United States;;Basic Industries;;Industrial Specialties
ALBO;Albireo Pharma Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALC;Alcon Inc. Ordinary Shares;Switzerland;;Health Care;;Ophthalmic Goods
ALCO;Alico Inc. Common Stock;United States;;Consumer Non-Durables;;Farming/Seeds/Milling
ALDX;Aldeyra Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALE;Allete Inc.;United States;;Public Utilities;;Power Generation
ALEC;Alector Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALEX;Alexander & Baldwin Inc. Common Stock REIT Holding Company;United States;;Consumer Services;;Real Estate Investment Trusts
ALF;ALFI Inc. Common Stock;United States;;Technology;;EDP Services
ALFIW;ALFI Inc. Warrant;United States;;;;
ALG;Alamo Group Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
ALGM;Allegro MicroSystems Inc. Common Stock;United States;;Technology;;Semiconductors
ALGN;Align Technology Inc. Common Stock;United States;;Health Care;;Industrial Specialties
ALGS;Aligos Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALGT;Allegiant Travel Company Common Stock;United States;;Transportation;;Air Freight/Delivery Services
ALHC;Alignment Healthcare Inc. Common Stock;United States;;Health Care;;Medical Specialities
ALIM;Alimera Sciences Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALIN^A;Altera Infrastructure L.P. 7.25% Series A ;Bermuda;;;;
ALIN^B;Altera Infrastructure L.P. 8.50% Series B ;Bermuda;;;;
ALIN^E;Altera Infrastructure L.P. 8.875% Series E ;Bermuda;;;;
ALJJ;ALJ Regional Holdings Inc. Common Stock;United States;;Miscellaneous;;Business Services
ALK;Alaska Air Group Inc. Common Stock;United States;;Transportation;;Air Freight/Delivery Services
ALKS;Alkermes plc Ordinary Shares;Ireland;;Health Care;;Major Pharmaceuticals
ALKT;Alkami Technology Inc. Common Stock;United States;;Technology;;EDP Services
ALL;Allstate Corporation (The) Common Stock;United States;;Finance;;Property-Casualty Insurers
ALL^B;Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053;United States;;;;
ALL^G;Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series G;United States;;;;
ALL^H;Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H;United States;;;;
ALL^I;Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I;United States;;;;
ALLE;Allegion plc Ordinary Shares;United States;;Consumer Services;;Diversified Commercial Services
ALLK;Allakos Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALLO;Allogene Therapeutics Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
ALLT;Allot Ltd. Ordinary Shares;Israel;;Public Utilities;;Telecommunications Equipment
ALLY;Ally Financial Inc. Common Stock;United States;;Finance;;Diversified Financial Services
ALLY^A;GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities Series 2;United States;;;;
ALNA;Allena Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALNY;Alnylam Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALOT;AstroNova Inc. Common Stock;United States;;Technology;;Computer peripheral equipment
ALP^Q;Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share);United States;;;;
ALPN;Alpine Immune Sciences Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALRM;Alarm.com Holdings Inc. Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
ALRN;Aileron Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALRS;Alerus Financial Corporation Common Stock;United States;;Finance;;Commercial Banks
ALSK;Alaska Communications Systems Group Inc. Common Stock;United States;;Public Utilities;;Telecommunications Equipment
ALSN;Allison Transmission Holdings Inc. Common Stock;United States;;Capital Goods;;Auto Parts:O.E.M.
ALT;Altimmune Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALTA;Altabancorp Common Stock;United States;;Finance;;Major Banks
ALTG;Alta Equipment Group Inc. Class A Common Stock;;;Technology;;Engineering & Construction
ALTG^A;Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock);;;;;
ALTM;Altus Midstream Company Class A Common Stock;United States;;Energy;;Oil & Gas Production
ALTO;Alto Ingredients Inc. Common Stock;United States;;Basic Industries;;Industrial Specialties
ALTR;Altair Engineering Inc. Class A Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
ALTU;Altitude Acquisition Corp. Class A Common Stock;United States;;;;
ALTUW;Altitude Acquisition Corp. Warrant;United States;;Finance;;Business Services
ALUS;Alussa Energy Acquisition Corp. Class A Ordinary Shares;;;Finance;;Business Services
ALV;Autoliv Inc. Common Stock;Sweden;;Capital Goods;;Auto Parts:O.E.M.
ALVR;AlloVir Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALX;Alexander's Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
ALXN;Alexion Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Biotechnology: Commercial Physical & Biological Resarch
ALXO;ALX Oncology Holdings Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ALYA;Alithya Group inc. Class A Subordinate Voting Shares;Canada;;Technology;;Computer Software: Programming Data Processing
ALZN;Alzamend Neuro Inc. Common Stock;United States;;;;
AM;Antero Midstream Corporation Common Stock;United States;;Public Utilities;;Natural Gas Distribution
AMAL;Amalgamated Financial Corp. Common Stock (DE);United States;;Finance;;Commercial Banks
AMAO;American Acquisition Opportunity Inc. Class A Common Stock;United States;;;;
AMAOU;American Acquisition Opportunity Inc. Units;United States;;;;
AMAOW;American Acquisition Opportunity Inc. Warrant;United States;;Finance;;Business Services
AMAT;Applied Materials Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
AMBA;Ambarella Inc. Ordinary Shares;United States;;Technology;;Semiconductors
AMBC;Ambac Financial Group Inc. Common Stock;United States;;Finance;;Property-Casualty Insurers
AMBO;Ambow Education Holding Ltd. American Depository Shares each representing two Class A ordinary shares;China;;Miscellaneous;;Service to the Health Industry
AMC;AMC Entertainment Holdings Inc. Class A Common Stock;;;Consumer Services;;Movies/Entertainment
AMCR;Amcor plc Ordinary Shares;;;Basic Industries;;Containers/Packaging
AMCX;AMC Networks Inc. Class A Common Stock;United States;;Consumer Services;;Broadcasting
AMD;Advanced Micro Devices Inc. Common Stock;United States;;Technology;;Semiconductors
AME;AMETEK Inc.;United States;;Consumer Durables;;Metal Fabrications
AMED;Amedisys Inc Common Stock;United States;;Health Care;;Medical/Nursing Services
AMEH;Apollo Medical Holdings Inc. Common Stock;United States;;Health Care;;Managed Health Care
AMER;Emles Made in America ETF;;;;;
AMG;Affiliated Managers Group Inc. Common Stock;United States;;Finance;;Investment Managers
AMGN;Amgen Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
AMH;American Homes 4 Rent Common Shares of Beneficial Interest;;;Consumer Services;;Real Estate Investment Trusts
AMH^E;American Homes 4 Rent 6.35% Series E Cumulative Redeemable Perpetual Preferred Shares of Beneficial Interest;;;;;
AMH^F;American Homes 4 Rent 5.875% Series F Cumulative Redeemable Perpetual Preferred Shares;;;;;
AMH^G;American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest;;;;;
AMH^H;American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest;;;;;
AMHC;Amplitude Healthcare Acquisition Corporation Class A Common Stock;United States;;;;
AMHCW;Amplitude Healthcare Acquisition Corporation Warrants;United States;;Finance;;Business Services
AMK;AssetMark Financial Holdings Inc. Common Stock;United States;;Finance;;Finance/Investors Services
AMKR;Amkor Technology Inc. Common Stock;United States;;Technology;;Semiconductors
AMN;AMN Healthcare Services Inc AMN Healthcare Services Inc;United States;;Health Care;;Assisted Living Services
AMNB;American National Bankshares Inc. Common Stock;United States;;Finance;;Major Banks
AMOT;Allied Motion Technologies Inc.;United States;;Capital Goods;;Electrical Products
AMOV;America Movil S.A.B. de C.V. Class A American Depositary Shares;Mexico;;Public Utilities;;Telecommunications Equipment
AMP;Ameriprise Financial Inc. Common Stock;United States;;Finance;;Investment Managers
AMPE;Ampio Pharmaceuticals Inc.;United States;;Health Care;;Major Pharmaceuticals
AMPG;Amplitech Group Inc. Common Stock;United States;;Capital Goods;;Industrial Machinery/Components
AMPGW;Amplitech Group Inc. Warrants;United States;;Capital Goods;;Telecommunications Equipment
AMPH;Amphastar Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
AMPI;Advanced Merger Partners Inc. Class A Common Stock;;;;;
AMPY;Amplify Energy Corp. Common Stock;United States;;Energy;;Oil & Gas Production
AMR;Alpha Metallurgical Resources Inc. Common Stock;United States;;Energy;;Coal Mining
AMRB;American River Bankshares Common Stock;United States;;Finance;;Major Banks
AMRC;Ameresco Inc. Class A Common Stock;United States;;Basic Industries;;Water Supply
AMRK;A-Mark Precious Metals Inc. Common Stock;United States;;Finance;;Investment Bankers/Brokers/Service
AMRN;Amarin Corporation plc;Ireland;;Health Care;;Major Pharmaceuticals
AMRS;Amyris Inc. Common Stock;United States;;Basic Industries;;Industrial Specialties
AMRX;Amneal Pharmaceuticals Inc. Class A Common Stock;;;Health Care;;Major Pharmaceuticals
AMS;American Shared Hospital Services Common Stock;United States;;Health Care;;Medical Specialities
AMSC;American Superconductor Corporation Common Stock;United States;;Consumer Durables;;Metal Fabrications
AMSF;AMERISAFE Inc. Common Stock;United States;;Finance;;Accident &Health Insurance
AMST;Amesite Inc. Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
AMSWA;American Software Inc. Class A Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
AMT;American Tower Corporation (REIT) Common Stock;United States;;Finance;;Trusts Except Educational Religious and Charitable
AMTB;Amerant Bancorp Inc. Class A Common Stock;United States;;Finance;;Major Banks
AMTBB;Amerant Bancorp Inc. Class B Common Stock;United States;;Finance;;Major Banks
AMTI;Applied Molecular Transport Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
AMTX;Aemetis Inc. Common Stock;United States;;Energy;;Oilfield Services/Equipment
AMWD;American Woodmark Corporation Common Stock;United States;;Consumer Durables;;Building Products
AMWL;American Well Corporation Class A Common Stock;United States;;Technology;;Retail: Computer Software & Peripheral Equipment
AMX;America Movil S.A.B. de C.V. American Depository Receipt Series L;Mexico;;Public Utilities;;Telecommunications Equipment
AMYT;Amryt Pharma plc American Depositary Shares;United Kingdom;;Health Care;;Major Pharmaceuticals
AMZN;Amazon.com Inc. Common Stock;United States;;Consumer Services;;Catalog/Specialty Distribution
AN;AutoNation Inc. Common Stock;United States;;Consumer Services;;Other Specialty Stores
ANAB;AnaptysBio Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ANAC;Arctos NorthStar Acquisition Corp. Class A Ordinary Shares;;;Health Care;;Major Pharmaceuticals
ANAT;American National Group Inc. Common Stock;United States;;Finance;;Life Insurance
ANDA;Andina Acquisition Corp. III Ordinary Shares;United States;;Finance;;Business Services
ANDAR;Andina Acquisition Corp. III Right;United States;;Finance;;Business Services
ANDAW;Andina Acquisition Corp. III Warrant;United States;;;;
ANDE;Andersons Inc. (The) Common Stock;United States;;Consumer Non-Durables;;Tobacco
ANEB;Anebulo Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ANET;Arista Networks Inc. Common Stock;;;Technology;;Computer peripheral equipment
ANF;Abercrombie & Fitch Company Common Stock;United States;;Consumer Services;;Clothing/Shoe/Accessory Stores
ANGI;Angi Inc. Class A Common Stock;United States;;Technology;;EDP Services
ANGN;Angion Biomedica Corp. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ANGO;AngioDynamics Inc. Common Stock;United States;;Health Care;;Medical/Dental Instruments
ANIK;Anika Therapeutics Inc. Common Stock;United States;;Health Care;;Medical/Dental Instruments
ANIP;ANI Pharmaceuticals Inc.;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
ANIX;Anixa Biosciences Inc. Common Stock;United States;;Miscellaneous;;Multi-Sector Companies
ANNX;Annexon Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
ANPC;AnPac Bio-Medical Science Co. Ltd. American Depositary Shares;China;;Health Care;;Medical Specialities
ANSS;ANSYS Inc. Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
ANTE;AirNet Technology Inc. American Depositary Shares;China;;Technology;;Advertising
ANTM;Anthem Inc. Common Stock;United States;;Health Care;;Medical Specialities
ANVS;Annovis Bio Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
ANY;Sphere 3D Corp. Common Shares;Canada;;;;
ANZU;Anzu Special Acquisition Corp I Class A Common Stock;United States;;;;
ANZUU;Anzu Special Acquisition Corp I Units;United States;;;;
ANZUW;Anzu Special Acquisition Corp I Warrant;United States;;;;
AOD;Aberdeen Total Dynamic Dividend Fund Common Stock;United States;;;;
AON;Aon plc Class A Ordinary Shares (Ireland);United States;;Finance;;Specialty Insurers
